text,negative_reason
@united Booked 11 tix 1 month ago and now its about $157 CHEAPER and customer service was useless. What's up with that???,Ground Service
@USAirways 2 hours and counting waiting to get into a gate in Philadelphia. Just icing on the cake for a miserable flight experience,Ground Service
@united If United loses your baggage they will get it to the airport in the country your in and then it disappears!,Ground Service
@AmericanAir Now your site is not working! WTF,Ground Service
@united Bos-SF was in between waivers. Business Cancelled Flighted due to weather before/after. No flexibility/compassion in extreme circumstances = 😔,Ground Service
@USAirways @Jack_Kairys (2/2) and another sent him to the wrong line...oh and the kiosks weren't working! #thanks,Cabin Staff Service
@USAirways you have most likely lost my business. Terrible experience! Too many times stuck on Tarmac and last min Cancelled Flightled flights. #Done,Value For Money
@AmericanAir thank you Mr Parker for screwing over chairman preferred when we fly AA. No #firstclass option and treated like crap by staff,Cabin Staff Service
@USAirways @AmericanAir will one of you please answer the phone?,Ground Service
@AmericanAir you guys fail again.. all I need to do is use my voucher for a ticket but I can't do it online #yourphonesystemsucks,Ground Service
@AmericanAir that is absolutely false stmt.  You have a comedy of errors incl no catering etc #GetYourActTogether,Ground Service
@USAirways Thank you. But it is sad that she couldn't talk 2 a REAL person &amp; kept getting disconnected by an automated msg.,Ground Service
@USAirways We take Late Flight to a whole new level!,Value For Money
"@united I mean, your employees were really nice as I literally sobbed?",Cabin Staff Service
@USAirways you're really fudgin up with all these delays 😡 #justwantmybed,Value For Money
"@JetBlue Why not just take her info in the beginning and if cut off, call back? We do that in my medical practice. We are frequent flyers :(",Ground Service
@USAirways I have never been given a number for elite for usair. Only AA. I waited for 3 hours for an answer and by then my seat was gone.,Ground Service
"@USAirways @AmericanAir as a Gold Dividends member, why can't I get anyone on phone to handle my Cancelled Flighted American flight tonight 😡",Ground Service
@united so you are saying that customer care does not report to anyone? Their response is humiliating for a company that serves the public.,Ground Service
"@united - watched the entire #UNCvsDUKE game on the Tarmac before Cancelled Flighting my flight because crew timed out, right before my 4hr flight....",Value For Money
@united your service sucks to Mexico from houston. You finally realized that snacks in1st don't work you cheap as);:,Food & Beverages
@JetBlue loves Cancelled Flightling tickets and not telling their customers #flyunited,Value For Money
@AmericanAir The pilot told us they would release bags as well as offer hotel vouchers. Neither happened.,Cabin Staff Service
@AmericanAir I cannot believe how long flight 759 PHI  is taking. I know it's US Airways but you own it. I would really like to get home.,Value For Money
@united thanks for the 2hr delay and then no ground crew when we landed. At least you didn't break my http://t.co/GCWVFuopl2,Value For Money
@SouthwestAir not if its travel Credit you used to buy and it expires on the day you find a lower rate,Ground Service
@USAirways we might need a plane to get somewhere but just remember that you aren't the only choice #makeovertime#customerserviceplease,Value For Money
@USAirways holding 30+ min and listening to your shitty ads on repeat for your credit make me hate your airline even more.  @delta is better,Ground Service
"@AmericanAir No Meelan did not afford a supervisor to be included in the conversation, pls check the rec of the call #badcustomerservice",Ground Service
@JetBlue she waved someone behind me to step forward although I explained what happened and indicated my need to make my flight,Cabin Staff Service
@VirginAmerica I called a 3-4 weeks ago about adding 3 flights from 2014 to my Elevate...they still haven't shown up...help!,Ground Service
"@United flight 4465 almost half an hour at the Tarmac ""waiting for papers""... Cannot miss my connection at IAH !",Value For Money
"@united, maybe don't play the video about how your flights are outfitted w wifi on the flights where wifi isn't working...✈️",Inflight Entertainment
@USAirways @jtrexsocial exactly! How? I've been disconnected 3 times!!!!,Ground Service
@SouthwestAir I was told by customer service that only customer relations can extend the expiration date of my unused travel funds.,Ground Service
@united worst airline ever after 70+ legs of travel I am officially done.  On time is not in their vocab.  I'm taking my premier status to A,Value For Money
"@JetBlue not cool. At the gate, turns out my flight from FLL to JAX is delayed, yet app says on time. Not a good start.",Value For Money
@AmericanAir ok. There is no one at the airport that is helping us. Another customer got told the flight isn't leaving till 1220,Ground Service
@USAirways This is the worst flying experience of my life. Flight scheduled for departure at 5:44pm from Phl. 5+ hrs Late Flightr guess where I am?,Value For Money
@JetBlue @Amagrino will you cover the cost of my car service waiting time?!,Value For Money
@AmericanAir Was told you could only refund me the cost of my original return flight (note: flight you had booked for me was more expensive),Ground Service
@AmericanAir 2nd time in 4 days that my flight has been delayed and my gate agent hasn't said anything! Thanks for the memories. #NeverAgain,Value For Money
@AmericanAir I'm trying to choose my seats but every time I go to the next flight I get system error,Legroom
"@AmericanAir Would love to DM you, but my Twitter app says you're not following me and I can't.",Ground Service
@AmericanAir why is raleigh not on the updated southern states advisory???,Ground Service
@united why haven't you updated that flight 4411 is delayed? Super frustrating,Value For Money
@USAirways @AmericanAir flight 849's four subsequent delays destroyed my travel plans this evening. Looking to resolve this matter.,Value For Money
@SouthwestAir My wife needs help. She is stranded in Chicago and can't get out until Monday. They won't find her bag because volume too high,Ground Service
@USAirways my sister was supposed to leave at 10 am to go back to AL. She's only getting to NC now. Are you kidding me #NeverflyUSairways 👿,Value For Money
"@united On a standby to Denver, which has been delayed, and a confirmed to Aspen, whose flights have been Cancelled Flighted all day. 0 confidence.",Value For Money
@SouthwestAir do we have a time estimate for our luggage? we'll be sure to fill out your survey!!,Ground Service
"@united I'm counting on you, please don't let me down! #delayed #again #needtocatchmynextflight #alreadyrebookedonce",Value For Money
"@AmericanAir but you're not sorry enough to compensate for either the extended time or cost difference to an alternate direct flight, right?",Value For Money
@united flight was Cancelled Flightled due to mechanical issues but when I ask for cab fare they say it was weather and can't help me,Value For Money
@united does this process ever end? Still waiting for the reply since 2 months #pathetic #customerservice,Ground Service
@AmericanAir Can't get thru by phone to use a credit that's about to expire! #frustrated #aa.com,Ground Service
@United so you jacked out my cousins trip to Portland and then Cancelled Flightled her return trip?! No more United,Value For Money
@united empathizes w/ my disappointment that 1stClass flight w/nonworking entertainmnt is worth $50. #UnFriendlySkies http://t.co/lOecO4gmvd,Inflight Entertainment
@united I have and been denied! I called and got hung up on. Did speaks with manager on second call,Ground Service
@JetBlue Its poor Flight management. There is   no reason why a scheduled 8:00  pm  flight to takr off At 11:00pm .,Value For Money
"@USAirways my friends are stuck at KPHL and not getting any help from anyone, can you guys contact them please?",Ground Service
@USAirways who's in charge of your company? My wife missed her connection to CA you sent her luggage on another flight,Ground Service
"@USAirways I needed to be at my destination by lunchtime today. No one could get us on a flight, but I've since learned @Delta had one!",Value For Money
